entity_id,wikidata_id,name,description,types,aliases
238,Q104719,Manfred Riedel,German university teacher and writer (1936-2009),Q5,
239,Q1047366,Cash Money Records,"American record label founded by brothers Bryan ""Birdman"" Williams and Ronald ""Slim"" Williams",Q18127,Ca$h Money Records
240,Q104737,Gitta Lind,German actor and singer (1925-1974),Q5,"Issy Pat, Rita Werner"
241,Q1047474,Brendon Urie,American singer and musician,Q5,Brendon Boyd Urie
242,Q104757,Hans-Peter Schwarz,German historian of modern age (1934–2017),Q5,
243,Q104790,Alfred Mombert,German poet (1872-1942),Q5,
244,Q104791,Ed Harris,American actor and director (born 1950),Q5,Edward Allen Harris
245,Q104814,Aliens,1986 film by James Cameron,Q11424,
246,Q104859,Michael Collins,American astronaut (1930–2021),Q5,
247,Q104865,Vladimir Komarov,Soviet cosmonaut (1927–1967),Q5,Vladimir Mikhaylovich Komarov
248,Q1048660,Egon Orowan,physicist (1902-1989),Q5,
249,Q104898,Norman Foster,British architect (born 1935),Q5,"Baron Foster of Thames Bank Norman Foster, Lord Foster of Thames Bank, Nōman Fosutā, Norman Foster, Baron Foster of Thames Bank, Norman Robert Foster, Norman Robert Foster, Baron Foster of Thames Bank, Sir Norman Foster"
250,Q1049,Sudan,country in Northeast Africa,Q6256|Q7270|Q486972|Q1088391|Q3624078,"al-Sudan, as-Sudan, as-Sūdān, North Sudan, Republic of Sudan, Republic of the Sudan, sd, Soudan, SUD, the Sudan"
251,Q10490,Ayrton Senna,Brazilian racing driver (1960-1994),Q5,"Senna, Ayrton Senna da Silva"
252,Q104912,Fritz Gäbler,German politician (1897-1974),Q5,
253,Q104929,Helmut Anthony Hatzfeld,German specialist in literature,Q5,Helmut Haltzfeld
254,Q104955,Elisabeth Zaisser,German politician (1898-1987),Q5,"Elisabeth Knipp, Else Zaisser"
255,Q1049686,J,Japanese musician and singer-songwriter (born 1970),Q5,"Ozone, Narthex, Airbase, Crimton, Inner State, J.E.Z.P., J.L.N.D, Jezper Joakim Söderlund, Jezper Söderlund, Jun Onose, Kontan, Loken, One Man Army, Parc, Rah, The Scarab"
256,Q104994,Los Angeles County,"county in California, United States",Q13212489,"County of Los Angeles, California, L.A. County, LA County, LA County, CA, LA County, California, Los Angeles County, CA, Los Angeles County, California"
257,Q1050,Eswatini,sovereign state in southern Africa,Q6256|Q123480|Q417175|Q3624078,"Swaziland, eSwatini, Kingdom of Eswatini, Kingdom of Swaziland, sz, Umbuso weSwatini"
258,Q105009,Annette Dasch,German singer,Q5,
259,Q105026,Fritz Rudolf Fries,German writer (1935–2014),Q5,
260,Q105031,Home Alone,1990 film directed by Chris Columbus,Q11424,Home Alone 1
261,Q105084,Gliwice,city with powiat rights of Poland in Upper Silesia,Q515|Q925381|Q1200957|Q1549591,Gleiwitz
262,Q105090,Christian Enzensberger,"German anglicist, author and translator (1931-2009)",Q5,
263,Q105118,Sidney Sheldon,American writer (1917–2007),Q5,Sidney Schechtel
264,Q1051182,Nick Cave and the Bad Seeds,Australian rock band,Q215380,Nick Cave & the Bad Seeds
265,Q105119,Carl Otto Lenz,German lawyer and politician,Q5,
266,Q1051531,Dougie Poynter,"English musician, songwriter, fashion model, clothing designer, author, actor and philanthropist",Q5,Dougie Lee Poynter
267,Q105158,Christopher Lambert,French-American actor,Q5,"Christophe Guy Denis Lambert, Christophe Guy Denis Lambert-Lamond, Christophe Lambert"
268,Q105167,Tom Clancy,American author (1947–2013),Q5,"Thomas Clancy, Thomas L. Clancy, Thomas Leo ""Tom"" Clancy Jr., Thomas Leo ""Tom"" Clancy, Jr., Thomas Leo Clancy, Thomas Leo Clancy Jr., Thomas Leo Clancy, Jr., Tom L. Clancy, Tom Leo Clancy, Tom Leo Clancy Jr."
269,Q105180,Sojourner Truth,African-American abolitionist and women's rights activist (1797–1883),Q5,Isabella Baumfree
270,Q1051840,Sarah Lawrence College,private liberal arts college in the United States,Q6540832|Q23002054,
271,Q105186,pharmacist,healthcare professional who practices in pharmacy,Q3922583|Q108300140,"druggist, pharmacists, chemist"
272,Q10520,David Beckham,English footballer (born 1975),Q5,"Becks, Beckham, David Robert Joseph Beckham, Sir David Beckham, Sir David Robert Joseph Beckham"
273,Q105201,Friedrich Wilhelm Schubert,German historian and statistician (1799-1868),Q5,
274,Q105220,Otto Ule,German writer (1820-1876),Q5,Otto Eduard Vincenz Ule
275,Q105221,Dan Aykroyd,Canadian-American actor (born 1952),Q5,"Daniel Edward ""Dan"" Aykroyd, CM, Daniel Edward Aykroyd"
276,Q105237,Giacomo Meyerbeer,German-French composer,Q5,"Jakob Liebmann Beer, Jakob Meyer Beer, Meyer Beer, Meyerbeer"
277,Q1052584,Rally for the Republic,former French political party,Q7278,"Rassemblement pour la République, RPR"
278,Q105273,Gerhart Eisler,German politician (1897-1968),Q5,
279,Q1053320,La Almudena Cemetery,cemetery in Madrid,Q1395985|Q21554881,"Cementerio de La Almudena, Our Lady of Almudena Cemetery"
280,Q105349,Oscar Peterson,Canadian jazz pianist (1925–2007),Q5,Oscar Emmanuel Peterson
281,Q1053574,executive producer,top position in the production of media,Q4220920|Q66715801,EP
282,Q10536,John Barnes,association football player and manager (born 1963),Q5,John Charles Bryan Barnes
283,Q105362,Helmut Baierl,German writer (1926–2005),Q5,Helmut Johannes Baierl
284,Q105386,Wilhelm Storck,university teacher and writer (1829-1905),Q5,
285,Q105387,Independence Day,1996 film directed by Roland Emmerich,Q11424,"ID4, 1996 Independence Day"
286,Q1053996,Central Saint Martins,"public tertiary art school in London, England",Q383092|Q2668072|Q4671277,"CSM, Central Saint Martins College of Art and Design School of Art, Central Saint Martins College of Arts and Design, Central St Martin's College of Art and Design, Central St Martins, Central St Martins College of Art and Design"
287,Q105428,Johann Heinrich Pestalozzi,Swiss pedagogue and educational reformer (1746–1827),Q5,"J. H. Pestalozzi, Johann Pestalozzi"
288,Q105453,Julius Lippmann,German politician and jurist (1864-1934),Q5,
289,Q1054564,Mango,Italian singer-songwriter (1954–2014),Q5,"Giuseppe Mango, Pino Mango"
290,Q1054574,romance film,film genre,Q201658,romantic film
291,Q105460,John Denver,American singer (1943–1997),Q5,"Henry John Deutschendorf Jr., Henry John Deutschendorf, Jr., John Deutschendorf Jr., John Deutschendorf, Jr."
292,Q105466,Bonnie Wright,British actress and filmmaker,Q5,Bonnie Francesca Wright
293,Q1054923,British Hong Kong,British colony and dependent territory from 1841 to 1997,Q1351282|Q15379753|Q19953632,"Hong Kong, British Administration, British colonial Hong Kong, British HK, colonial Hong Kong, Hong-Kong, Hongkong, colonial HK, colonial Hongkong, HK (British colony), HK (British), HK (colonial)"
294,Q1055,Hamburg,city and state in the North of Germany,Q57318|Q133442|Q200250|Q707813|Q1221156|Q1549591|Q2264924|Q15974307|Q42744322|Q85636199,"Free and Hanseatic City of Hamburg, Hamburg, Freie und Hansestadt, Hamburg, Germany"
295,Q105513,bebop,style of jazz,Q188451,"bop, be-bop, jazz bebop, rebop"
296,Q105527,jazz fusion,"music genre that developed in the late 1960s when musicians combined jazz harmony and improvisation with rock music, funk, and rhythm and blues",Q188451,"fusion, fusion jazz, jazz-rock"
297,Q105531,Uwe Pörksen,"German writer, germanist and linguist",Q5,
298,Q105543,Yu-chien Kuan,German university teacher and writer (1931–2018),Q5,"Guan Yuqian, Kuan Yu-chien, Kuan Yu-Chien"
299,Q105564,Hans-Olaf Henkel,German manager and politician,Q5,
300,Q105575,Theodor Brugsch,German politician (1878-1963),Q5,
301,Q105585,Paul Baender,German-Bolivian chess player (1906-1985),Q5,
302,Q105598,Die Hard,1988 film directed by John McTiernan,Q11424,
303,Q1056163,Cerrone,"French disco drummer, singer-songwriter and record producer",Q5,Marc Cerrone
304,Q105624,The Bourne Identity,2002 action film directed by Doug Liman,Q11424,"Treadstone, Bourne Identity"
305,Q105666,Walter Fabian,German journalist and translator (1902-1992),Q5,
306,Q105676,Karl Lauterbach,German politician and former Federal Minister of Health,Q5,"Dr. Karl Lauterbach, Dr. Lauterbach, Karl Wilhelm, K. Lauterbach, Karl W. Lauterbach, Karl Wilhelm Lauterbach"
307,Q1056805,Cesare Cremonini,Italian singer-songwriter (born 1980),Q5,
308,Q105682,Tom Felton,"British actor, singer and musician (born 1987)",Q5,Thomas Andrew Felton
309,Q105695,Q105695,American actress,Q5,
310,Q1057003,The Rev,American musician (1981–2009),Q5,"Jimmy Sullivan, James Owen Sullivan, Mr. Plague, Rat Head"
311,Q105756,John Updike,"American novelist, poet (1932–2009)",Q5,John Hoyer Updike
312,Q1057893,Allie Gonino,"American singer, musician, songwriter, actress, and dancer",Q5,Alyssa Gonino
313,Q105801,Stargate,1994 film directed by Roland Emmerich,Q11424,
314,Q1058124,Elio,Italian singer,Q5,Stefano Belisari
315,Q105823,Shagrath,Norwegian musician,Q5,Stian Tomt Thoresen
316,Q1058532,Chad Brock,American singer,Q5,
317,Q1058562,Tamer Hassan,British actor,Q5,
318,Q105865,Peter Horst Neumann,"German specialist in literature, university teacher and writer (1936-2009)",Q5,
319,Q105875,Herbie Hancock,American jazz pianist and composer (born 1940),Q5,"Herbert Jeffrey ""Herbie"" Hancock, Herbert Jeffrey Hancock"
320,Q105895,Johann Heinrich Ernesti,Philosopher and theologian,Q5,
321,Q105896,Werner Veigel,German journalist (1928–1995),Q5,
322,Q105937,Wendell Meredith Stanley,"American biochemist and virologist, winner of the Nobel Prize in Chemistry (1946)",Q5,"W. M. Stanley, Wendell M. Stanley, Wendell Stanley"
323,Q105940,Giwi Margwelaschwili,Georgian philosopher (1927-2020),Q5,"Giwi Margvelashvili, Giwi T. Margvelashvili"
324,Q105941,Myrna Loy,American actress (1905–1993),Q5,"Catharina Myrna Adele Williams, Myrna Adele Williams, The Queen of Hollywood"
325,Q105954,Alex Wedding,"children's writer, writer and screenwriter (1905-1966)",Q5,Grete Weiskopf
326,Q1059546,Lycée Louis-le-Grand,"public school in Paris, France",Q1244442|Q20860083,"Collège de Clermont, lycee Louis le Grand, lycée Louis le Grand, Lycee Louis-le-Grand"
327,Q105962,Maurice Allais,French economist (1911–2010),Q5,Maurice Félix Charles Allais
328,Q1059718,Masashi Sada,Japanese singer-songwriter (1952-),Q5,Sada Masashi
329,Q105987,Charles Boyer,French actor (1899–1978),Q5,
330,Q105993,Die Hard 2,1990 film directed by Renny Harlin,Q11424,
331,Q106001,Maurice Chevalier,"French singer, actor, and entertainer (1888–1972)",Q5,Maurice Auguste Chevalier
332,Q106009,Bertold Spuler,German orientalist (1911-1990),Q5,
333,Q1060115,Taichi Kokubun,"Japanese musician, actor",Q5,
334,Q106029,Rudi Paret,German philologist and translator (1901–1983),Q5,
335,Q106039,Christian,person who adheres to Christianity,Q4392985|Q111252415,Christians
336,Q1060395,Antonio Signorini,Italian mathematical physicist and civil engineer (1888–1963),Q5,
337,Q106057,Yves Montand,French-Italian actor and singer (1921–1991),Q5,Ivo Livi
338,Q1060636,Daniel Handler,"American novelist, also known by the pseudonym Lemony Snicket",Q5,Lemony Snicket
339,Q106071,Andreas Bourani,German singer,Q5,
340,Q106073,Gabriele Wohmann,"German novelist, and short story writer (1932-2015)",Q5,
341,Q106083,Olga Grjasnowa,German writer,Q5,
342,Q106099,Jeanne Moreau,"French actress, singer, screenwriter and director (1928-2017)",Q5,
343,Q106103,Edgar Loening,German jurist (1843-1919),Q5,
344,Q106126,Simone Signoret,French actress (1921-1985),Q5,Simone Henriette Charlotte Kaminker
345,Q106134,Karl Dietzel,German economist (1829-1884),Q5,
346,Q106175,John Cusack,"American actor, producer, and screenwriter",Q5,John Paul Cusack
347,Q106182,X-Men,2000 film directed by Bryan Singer,Q11424,
348,Q106193,Lars Ulrich,Danish musician (drummer),Q5,
349,Q106208,Denis Papin,"French physicist, mathematician and inventor (1647–1713)",Q5,
350,Q106209,Alice Salomon,German social reformer (1872–1948),Q5,
351,Q106221,James Horner,American film composer and conductor (1953-2015),Q5,James Roy Horner
352,Q106225,Jean Yanne,French actor (1933-2003),Q5,
353,Q106231,Daniel Webster,14th and 19th United States Secretary of State (1782–1852),Q5,
354,Q106235,Hans-Dietrich Genscher,German politician and member of the Free Democratic Party (1927-2016),Q5,Hans Dietrich Genscher
355,Q1062350,Oleg Chirkunov,Russian politician,Q5,Oleg Anatolyevich Chirkunov
356,Q1062400,chanson,lyric-driven French song,Q188451|Q107356781,"chansonette, French chanson, mama olangi wosho"
357,Q106245,Rafael Seligmann,"German screenwriter, journalist and television presenter",Q5,
358,Q106255,Jean-Paul Belmondo,French actor (1933–2021),Q5,"Bebel, Jean-Paul Charles Belmondo"
359,Q106275,Juliette Binoche,"French actress, artist and dancer (born 1964)",Q5,
360,Q1062789,Congregational churches,Protestant Reformed churches which are congregationally governed,Q43229|Q123129246,"Congregationalism, evangelical congregational church, Congregationalist Churches"
361,Q106303,Daniel Auteuil,French actor and director,Q5,
362,Q1063242,Charisma,British record label,Q18127,"Charisma Records, The Famous Charisma Label"
363,Q106326,Jean-Claude Brialy,French actor and director (1933-2007),Q5,
364,Q10633,"Queen Elizabeth, The Queen Mother",queen consort of the United Kingdom from 1936 to 1952; mother of Elizabeth II (1900–2022),Q5,"Queen Elizabeth, Elizabeth Angela Marguerite Bowes-Lyon, Elizabeth Angela Marguerite, Duchess of York, Elizabeth Bowes-Lyon, Elizabeth, Duchess of York, Elizabeth, Queen Consort of the United Kingdom, Hon. Elizabeth Angela Marguerite Bowes-Lyon, Hon. Elizabeth Bowes-Lyon, Lady Elizabeth Angela Marguerite Bowes-Lyon, Lady Elizabeth Bowes-Lyon, Queen Elizabeth Angela Marguerite, Queen-Empress Elizabeth, The Queen Mother, The Queen Mum"
365,Q106349,Fanny Ardant,French actress (born 1949),Q5,
366,Q106363,Daniela Dahn,German writer,Q5,
367,Q106371,Armin Weiss,"German chemist, activist and politician",Q5,
368,Q1063743,Charles Blagden,British physician and scientist (1748–1820),Q5,Charles Brian Blagden
369,Q106391,Ellis Kaut,German author of children's books (1920-2015),Q5,Elisabeth Kaut
370,Q106399,John Howard Northrop,American biochemist (1891-1987),Q5,"John H. Northrop, John Northrop"
371,Q1064,Alessandro Manzoni,Italian writer and poet (1785–1873),Q5,"Aleksandr Manzoni, Alesandro Mandzoni"
372,Q106418,Catherine Deneuve,French actress (born 1943),Q5,"Catherine Dorléac, Catherine Fabienne Dorleac, Catherine Fabienne Dorléac"
373,Q106428,Apollo 13,1995 film by Ron Howard,Q11424,
374,Q1064284,Sean Mackin,American musician,Q5,Sean Michael Wellman
375,Q106429,Willy Krogmann,German university teacher and writer (1905-1967),Q5,
376,Q106440,Goldfinger,1964 film by Guy Hamilton,Q11424,
377,Q1064413,Charles Francis Adams Jr.,American author and historian (1835–1915),Q5,"Charles F. Adams, Charles Francis Adams, C. F. Adams, C. F. Adams Jr."
378,Q1064423,Charles Francis Brush,American businessman (1849–1929),Q5,"Charles Brush, Charles F. Brush"
379,Q106443,Annie Girardot,French actress (1931-2011),Q5,"Annie Suzanne Girardot, Annie-Suzanne Girardot, Girardot, Annie"
380,Q106465,John Grisham,American writer (born 1955),Q5,"John Ray Grisham Jr, John Ray Grisham, Jr."
381,Q1064692,Charles H. Percy,American businessman and U.S. senator (1919–2011),Q5,Charles Harting Percy
382,Q10648,Gordon Brown,Prime Minister of the United Kingdom from 2007 to 2010,Q5,"HE Gordon Brown, J. Gordon Brown, James Gordon Brown"
383,Q106481,Alan Rickman,British actor and director (1946–2016),Q5,"Rickman, Alan Sidney Patrick Rickman"
384,Q106482,Philippe Noiret,French actor (1930–2006),Q5,
385,Q1065,United Nations,global international and intergovernmental organization,Q163740|Q245065|Q484652,"United Nations Organization, UN, UNO, the U.N., the UN, U.N."
386,Q106506,The Fifth Element,1997 film directed by Luc Besson,Q11424,"Fifth Element, Le cinquieme element, Le cinquième élément, Le Cinquième Élément"
387,Q106508,Gérard Depardieu,French actor (born 1948),Q5,"Depardieu, Gerard Depardieu, Gerard Xavier Marcel Depardieu, Gérard Xavier Marcel Depardieu"
388,Q106514,River Phoenix,American actor and musician (1970–1993),Q5,River Jude Phoenix
389,Q1065189,Charles Kittel,American physicist (1916–2019),Q5,
390,Q106529,Alain Delon,French actor (1935–2024),Q5,"A. Delon, Alain Fabien Maurice Marcel Delon"
391,Q106554,Pawoł Nedo,Sorbian educationist and ethnologist (1908–1984),Q5,"Paul Johannes Nedo, Paul Nedo"
392,Q106555,Jean Rochefort,French actor (1930–2017),Q5,Jean Raoul Robert Rochefort
393,Q1065624,Kazumasa Oda,Japanese singer-songwriter,Q5,
394,Q106571,From Russia with Love,1963 UK film by Terence Young,Q11424,
395,Q106573,Nathalie Baye,French actress,Q5,
396,Q106592,Sabine Azéma,French actress and director,Q5,Sabine Azema
397,Q1065956,Charles Rosen,American pianist and writer on music (1927–2012),Q5,"Charles Welles Rosen, Rosen, Charles"
398,Q106598,Bernt Engelmann,German writer and journalist (1921–1994),Q5,
399,Q106602,Walter Höllerer,"German writer, literary critic, and literature scientist (1922–2003)",Q5,
400,Q106603,Friedrich Spielhagen,German novelist (1829–1911),Q5,
401,Q106607,Carole Bouquet,French actress (b. 1957),Q5,
402,Q106611,Raul Zelik,"German screenwriter, journalist and translator",Q5,
403,Q10664,Neville Chamberlain,Prime Minister of the United Kingdom from 1937 to 1940,Q5,"Arthur Neville Chamberlain, Rt. Hon. Arthur Neville Chamberlain"
404,Q106655,May Ayim,German poet (1960–1996),Q5,"May Opitz, Sylvia Andler"
405,Q106662,John Lydon,British-born Irish-American singer and songwriter,Q5,"John Joseph Lydon, Johnny Rotten"
406,Q1066772,Charley Pride,American country musician (1934–2020),Q5,Charley Frank Pride
407,Q106685,Andrzej Wajda,Polish film director (1926–2016),Q5,Andrzej Witold Wajda
408,Q106687,Unitarianism,belief that God is a singular person,Q9174|Q13414953,"rational dissent, unitarians"
409,Q1066875,Charlie Creed-Miles,British actor,Q5,"Charles Creed-Miles, Charles David Creed-Miles"
410,Q1066894,Charlie Feathers,American country music and rockabilly musician; songwriter (1932–1998),Q5,Charles Arthur Feathers
411,Q106691,Erich Gutenberg,German economist (1897-1984),Q5,
412,Q1066965,Charlie Musselwhite,American electric blues harmonica player and bandleader,Q5,Charles Douglas Musselwhite
413,Q1067,Q1067,"Florentine poet, writer, and philosopher (c. 1265–1321)",Q5,"Dante, Durante degli Alighieri, Durante di Alighiero degli Alighieri"
